,Region,Area,Population,Density per square kilometer,Senior citizen %,No of cases,Educational institutes,Hospitals,Supermarts/malls,Number of Households,Number of Notified Households,No. of household with water connection inside the house,Total number of water connections,No of households having private washroom,Density of retail store,Per capita income,Gender Ratio,Domestic Violence %,Internet Penetration %,Police to Population Ratio per 1000,Number of Kirana Shops,Number of Pharmacies,Number of Liquor Stores,Estimates of Alcoholism % in Population,% Unemployed(55%),Age Group Children %,Literacy Rate,Slum percentage,Agriculture and Food,Manufacturing,Mining,Electricity Gas Water,Construction,Trade Hotels Restaurants,Transport Storage Communication,Financing Real Estate Business Services,Community Social Public Admin,Rural,Semi Urban,Urban
68,Maharashtra,5035.0,1911857.0,379.7134062,0.093,19.0,368.0,57.0,150.0,424857.0,262987.0,197983.0,197983.0,361851.0,33.62176146,85509.0,0.978,0.08539999999999999,0.55,1.6902954219458024,6428.0,1000.0,143.0,0.1545,0.209,0.1457,0.6437999999999999,0.01217683,0.11197123199999999,0.08385879662000001,0.0019140381539999999,0.005861741846,0.033734922460000004,0.09785520062000001,0.04294623108,0.1847046819,0.022729203080000003,1,0,0
69,Maharashtra,15530.0,7083726.0,456.131745,0.093,463.0,1883.0,182.0,3250.0,1574161.0,974406.0,733559.0,733559.0,1520482.0,33.62354783,166971.0,0.934,0.08410000000000001,0.55,1.6902954219458024,23818.0,3706.0,529.0,0.1575,0.209,0.1356,0.8231,0.031065199999999998,0.7664526533,1.0694688190000001,0.006818760923,0.07345121416,0.3373492246,0.6207464988,0.36330836710000003,1.149379911,0.22537799260000002,1,0,0
70,Maharashtra,7512.0,1922622.0,255.94009580000002,0.093,3.0,486.0,49.0,475.0,427249.0,264467.0,199098.0,199098.0,385891.0,33.62595456,107058.0,0.924,0.1079,0.55,1.6902954219458024,6465.0,1006.0,144.0,0.1582,0.209,0.1249,0.7844,0.021797490000000003,0.1325471422,0.07297270462000001,0.001076646462,0.012800130149999998,0.047970581229999996,0.09845333754,0.05239679446000001,0.24451837420000003,0.03768262616,1,0,0
71,Maharashtra,5344.0,3468236.0,648.9962575000001,0.093,211.0,959.0,545.0,150.0,770719.0,477075.0,359155.0,359155.0,770719.0,33.62227945,275538.0,0.887,0.06309999999999999,0.55,1.6902954219458024,11661.0,1814.0,259.0,0.3513,0.209,0.0861,0.7334,0.00086953,0.029417787719999998,0.7634860522,0.001214495824,0.1263345544,0.2650299775,0.9061488283,0.7578184051000001,2.153382061,0.1628503955,1,0,0
72,Maharashtra,6512.0,2129676.0,327.0386978,0.093,2.0,965.0,72.0,1450.0,473261.0,292949.0,220540.0,220540.0,413961.0,33.62483307,111237.0,0.9470000000000001,0.1156,0.55,1.6902954219458024,7161.0,1114.0,159.0,0.1566,0.209,0.6018,0.8615,0.04114459,0.1815943699,0.037323744,0.001794410769,0.01291975754,0.06579506154,0.1568315012,0.059813692310000006,0.2636587557,0.040314428619999995,1,0,0
73,Maharashtra,15642.0,10937170.0,699.2181307,0.093,2087.0,4353.0,264.0,12450.0,2430482.0,1504468.0,1132605.0,1132605.0,1948760.0,33.62387162,257483.0,0.915,0.0385,0.55,1.6902954219458024,36775.0,5722.0,817.0,0.3497,0.209,0.0319,0.8314,0.07323312,0.550525224,3.900929385,0.006938388308,0.07046052954,0.9131158268,1.2253433009999999,0.8992390502,3.5641782969999998,0.5172688111,1,0,0
74,Maharashtra,7148.0,3055409.0,427.4494964,0.093,175.0,888.0,95.0,70.0,678980.0,420288.0,316405.0,316405.0,566337.0,33.62233992,216331.0,0.9590000000000001,0.0852,0.55,1.6902954219458024,10273.0,1598.0,228.0,0.1557,0.209,0.0591,0.8218000000000001,0.0,0.1183114834,0.9571387043999999,0.006100996616,0.09330936001,0.189729032,0.32442946710000004,0.2967955412,0.5708618794,0.08649059908,1,0,0
75,Maharashtra,8208.0,1873319.0,228.23087230000002,0.093,16.0,385.0,54.0,325.0,416293.0,257685.0,193993.0,193993.0,367129.0,33.62481243,167463.0,1.122,0.0938,0.55,1.6902954219458024,6299.0,980.0,140.0,0.14550000000000002,0.209,0.1899,0.8148000000000001,0.00130521,0.1204647763,0.2822010003,0.005024350154,0.045458406160000006,0.1555156,0.1766896471,0.1498931129,0.3278986612,0.04174995723,1,0,0
76,Maharashtra,8578.0,3273404.0,381.60456980000004,0.093,35.0,862.0,69.0,1005.0,727423.0,450275.0,338979.0,338979.0,614236.0,33.62249206,169475.0,0.966,0.091,0.55,1.6902954219458024,11006.0,1712.0,245.0,0.1553,0.209,0.1126,0.8287,0.00959873,0.3929759585,0.40601534340000006,0.001794410769,0.05778002677,0.12309657880000001,0.2866272136,0.16197547880000002,0.7603516567,0.05646412553999999,1,0,0
77,Maharashtra,10484.0,3484039.0,332.31962989999994,0.093,89.0,787.0,113.0,950.0,774231.0,479249.0,360792.0,360792.0,696963.0,33.62476712,160131.0,0.988,0.08990000000000001,0.55,1.6902954219458024,11715.0,1823.0,260.0,0.15380000000000002,0.209,0.0237,0.8556,0.00152144,0.2738270834,0.3712037745,0.0003588821539,0.055507106460000004,0.17250268859999998,0.27992808,0.1668802015,0.7176446803000001,0.062445494770000005,1,0,0
78,Maharashtra,5207.0,985510.0,189.26637219999998,0.093,4.0,196.0,35.0,150.0,219002.0,135562.0,102055.0,102055.0,196291.0,33.62725898,184228.0,1.036,0.08800000000000001,0.55,1.6902954219458024,3314.0,516.0,74.0,0.1507,0.209,0.6337,0.7702,0.0,0.1355378268,0.062445494770000005,0.0019140381539999999,0.010168327690000001,0.06902500093,0.08373916924,0.07201568554,0.2292060689,0.02512175077,1,0,0
79,Maharashtra,14845.0,5008165.0,337.36375879999997,0.093,175.0,1393.0,230.0,1380.0,1112926.0,688901.0,518624.0,518624.0,904141.0,33.62309349,162582.0,0.938,0.0607,0.55,1.6902954219458024,16839.0,2620.0,374.0,0.1572,0.209,0.1247,0.7702,0.04062481,0.3088779071,0.6746984493000001,0.002631802462,0.027992807999999997,0.20492170989999997,0.5065023465,0.23961365140000002,0.8816538247,0.09773557323999998,1,0,0
80,Maharashtra,9558.0,12828666.0,1342.191463,0.093,1616.0,5838.0,580.0,550.0,2850815.0,1764654.0,1328480.0,1328480.0,2762725.0,33.62391694,275538.0,0.8859999999999999,0.0787,0.55,1.6902954219458024,43135.0,6711.0,959.0,0.3513,0.209,0.12,0.8453,0.02954734,0.21652556620000002,3.7968535610000003,0.01112534677,0.2544474471,0.7512599754000001,1.843816879,1.738903663,4.966809382,0.4098434197,1,0,0
81,Maharashtra,6310.0,1508768.0,239.10744849999998,0.093,2.0,542.0,62.0,420.0,335282.0,207539.0,156241.0,156241.0,329616.0,33.62345967,149389.0,0.946,0.0957,0.55,1.6902954219458024,5073.0,789.0,113.0,0.1566,0.209,0.0991,0.8698999999999999,0.02099289,0.1314704957,0.1291975754,0.001435528615,0.01531230523,0.09115606707999999,0.1338630434,0.07404935107999999,0.2867468409,0.04342474062,1,0,0
82,Maharashtra,5150.0,1388586.0,269.6283495,0.093,1.0,373.0,41.0,400.0,308575.0,191008.0,143796.0,143796.0,299719.0,33.62413275,87391.0,0.93,0.1301,0.55,1.6902954219458024,4669.0,726.0,104.0,0.1578,0.209,0.1271,0.8325,0.01213956,0.1981029489,0.04294623108,0.00023925476919999997,0.0066991335389999995,0.02583951508,0.07285307724,0.028830199689999995,0.2056394742,0.017944107690000002,1,0,0
83,Maharashtra,13582.0,3215646.0,236.75791490000003,0.093,92.0,859.0,84.0,395.0,714588.0,442330.0,332998.0,332998.0,714588.0,33.62310404,106743.0,0.9520000000000001,0.1218,0.55,1.6902954219458024,10812.0,1682.0,240.0,0.1562,0.209,0.1191,0.8281999999999999,0.01807854,0.2725111822,0.09522339816,0.10706650919999999,0.01937963631,0.12871906589999998,0.2315986166,0.0894812837,0.3740748317,0.058856673229999996,1,0,0
84,Rajasthan,8481.0,3062724.756,361.12778629999997,0.075,189.0,3396.0,30.0,66.0,483931.0,417826.0,247482.0,,292018.0,0.9827850165,28818.0,0.9470000000000001,0.121121,0.664,1.4810489,301.0,227.0,431.0,0.239,0.177,0.14756,0.06932999999999999,0.0428,0.910922815607432,0.5108098416813234,0.049225335343414583,0.03243949056543646,0.6627126033678687,0.5901107952569327,0.4403711485746392,1.138024570309684,0.14881724814369102,1,0,0
85,Rajasthan,8380.0,4511156.976,538.3242215,0.075,19.0,5339.0,37.0,33.0,628913.0,555645.0,189114.0,,78991.0,0.5054135806000001,30474.0,0.895,0.070655,0.693,0.8203546,228.0,304.0,296.0,0.239,0.177,0.16002,0.07072,0.001,1.0382554123000292,2.836075274521178,0.027595993925481118,0.07174994593116801,0.7680161526091381,0.6632099751288798,0.2846829356306531,1.1629908240878548,0.1306658918036643,1,0,0
86,Rajasthan,4522.0,2274357.7709999997,502.95395199999996,0.075,66.0,3647.0,21.0,11.0,366059.0,99458.0,38143.0,,7794.0,0.8661785868,13230.0,0.98,0.11709800000000001,0.271,0.8384296999999998,197.0,106.0,41.0,0.239,0.177,0.18095999999999998,0.05633,0.0068,0.3804387556850949,0.3019751952925698,0.01682382589427352,0.02290080450153637,0.053481028993084066,0.1449486001553175,0.07796799725609947,0.4568856996647931,0.07309917987194721,1,0,0
87,Rajasthan,6992.0,1463760.011,209.34782769999998,0.075,1.0,2225.0,19.0,12.0,240321.0,131528.0,57172.0,,15648.0,0.9769361024,20188.0,0.929,0.14941500000000002,0.593,1.7065603999999999,143.0,123.0,143.0,0.239,0.177,0.14937999999999999,0.06666,0.0331,0.6515551982999508,0.01113208432372109,0.00173989685124609,0.03444706385533579,0.1185788536988019,0.1948105713528262,0.05777832100821995,0.3818784208551488,0.04914032998789632,1,0,0
88,Rajasthan,28387.0,3450490.825,121.5517957,0.075,3.0,5697.0,33.0,26.0,447776.0,191648.0,95779.0,,19213.0,0.4521095923,40557.0,0.902,0.121371,0.627,1.0685636,156.0,105.0,193.0,0.239,0.177,0.19261,0.05653,0.0153,0.8327016109093631,0.1508067351877354,4.723903147864067,0.09822278398905683,0.2443053917594795,0.2255029305686746,0.1568638189245578,0.599390848005107,0.0769280381194399,1,0,0
89,Rajasthan,5066.0,3092558.637,610.4537381,0.075,116.0,3292.0,28.0,21.0,423607.0,360617.0,101115.0,,33537.0,0.5561737713,16012.0,0.88,0.07488,0.667,1.4101721,172.0,384.0,156.0,0.239,0.177,0.17114000000000001,0.07011,0.0123,0.6788437260458978,0.06865358064080078,0.02748566782576593,0.04883286380836219,0.3562465932295151,0.3934789389465129,0.1522337399856909,0.6709382279826995,0.1187307781639834,1,0,0
90,Rajasthan,10455.0,2870477.711,274.555496,0.075,39.0,4122.0,18.0,37.0,493597.0,364028.0,183371.0,,69454.0,0.9858986151000001,28557.0,0.973,0.144835,0.624,1.4439729,283.0,183.0,278.0,0.239,0.177,0.15016,0.06137000000000001,0.0065,0.7292826484861794,1.138400764223467,0.3706197328104431,0.03601694999554536,0.2942125785716257,0.4315287829761547,0.1643750368281181,0.8977198561333191,0.10188163152551301,1,0,0
91,Rajasthan,30239.0,2937900.9039999996,97.1560205,0.075,38.0,3435.0,33.0,67.0,375970.0,244381.0,224191.0,,143493.0,0.8305249495,27649.0,0.905,0.11992799999999999,0.7070000000000001,1.1279258,244.0,331.0,237.0,0.239,0.177,0.16944,0.06513,0.0515,1.833639672136876,0.2127467013671791,0.1436301128324917,0.04888350529675604,0.3051891211809942,0.39441761510638496,0.3299455745072484,0.7327714853115991,0.125084476332827,1,0,0
92,Rajasthan,5776.0,1281985.524,221.95040240000003,0.075,0.0,1900.0,12.0,12.0,220071.0,138469.0,51012.0,,15063.0,0.6708344079999999,22751.0,0.925,0.135176,0.602,2.0870905,86.0,155.0,173.0,0.239,0.177,0.14392,0.061520000000000005,0.0,0.5274509964924621,0.0708745716317885,0.01723800092435185,0.02364053195700378,0.139256858584765,0.2115982247553899,0.06711624974313009,0.3737848258350592,0.05062521077258763,1,0,0
93,Rajasthan,7822.0,1792667.55,229.1827602,0.075,116.0,2613.0,9.0,26.0,326449.0,230767.0,136586.0,,47020.0,0.8311635919,23818.0,0.972,0.135176,0.625,1.4262636999999998,149.0,117.0,194.0,0.239,0.177,0.1376,0.06171,0.012,0.6473519547632607,0.1998512080726005,0.08445191639509868,0.03259864952896,0.2168631309237655,0.2381759630392374,0.1479075099771871,0.5296557098621802,0.07203389999109072,1,0,0
94,Rajasthan,13835.0,2452555.268,177.2717939,0.075,14.0,2622.0,6.0,7.0,347351.0,280590.0,268537.0,,212142.0,0.8725593376,17766.0,0.94,0.11946300000000001,0.695,0.9094416999999999,214.0,217.0,211.0,0.239,0.177,0.15582000000000001,0.06675,0.0056,0.895457266776865,0.009128128282992741,0.01782037804088121,0.040674158303194714,0.1116861854034808,0.2991989565538352,0.1599728445870235,0.6023370974548781,0.07704740734208257,1,0,0
95,Rajasthan,3432.0,2019148.879,588.3300929,0.075,21.0,2655.0,6.0,4.0,290829.0,242348.0,54240.0,,14338.0,1.2381454509999998,15409.0,0.905,0.069628,0.659,0.9930152,250.0,163.0,127.0,0.239,0.177,0.15794,0.06816,0.0,0.4977172083069259,0.01369128811219636,0.00295529257269866,0.03190052043895897,0.1809944881442307,0.2615361581854894,0.07234679204438133,0.4520494375231798,0.06722295859367429,1,0,0
96,Rajasthan,3033.0,1480515.784,488.13576789999996,0.075,21.0,1851.0,14.0,14.0,202184.0,164254.0,35625.0,,9327.0,1.6413198869999999,12126.0,0.846,0.069628,0.5489999999999999,1.2491048,243.0,152.0,72.0,0.239,0.177,0.18036,0.06907999999999999,0.0024,0.21687217404669298,0.02103249530472014,0.008509578674753484,0.02020233661997799,0.1204923785102555,0.1426932452972053,0.0564453646887102,0.2736503256591342,0.0520865794376675,1,0,0
97,Rajasthan,3770.0,1740688.7869999998,461.72116370000003,0.075,9.0,2951.0,12.0,5.0,283556.0,74689.0,44433.0,,9434.0,1.4132336680000002,11617.0,0.9940000000000001,0.117647,0.376,1.0018615,246.0,67.0,45.0,0.239,0.177,0.17445,0.05946,0.0055,0.2627208072889886,0.05073553687230282,0.01195681713470676,0.015017009933364118,0.062544046790999,0.1486219166884576,0.06913829202971339,0.34125490404034803,0.06521900255294595,1,0,0
98,Rajasthan,10987.0,2166872.4669999997,197.221486,0.075,0.0,3151.0,42.0,6.0,373877.0,196248.0,274388.0,,101128.0,0.6645522623,38716.0,0.887,0.174413,0.672,1.2951752,144.0,217.0,377.0,0.239,0.177,0.12972999999999998,0.06964,0.0268,2.0085644161721863,0.4201561515825628,0.0883060953867883,0.07517548089609535,0.1460211145345159,0.4762904328425679,0.2047652410713901,0.7466165065135625,0.09562740770887164,1,0,0
99,Rajasthan,9656.0,2074792.417,214.8707971,0.075,11.0,2164.0,14.0,8.0,328871.0,181899.0,246587.0,,68874.0,0.9350332998,32511.0,0.9059999999999999,0.152539,0.682,0.7838751,194.0,181.0,303.0,0.239,0.177,0.13198,0.06713,0.0242,1.7233461276642257,0.3639151614720135,0.07038624299370486,0.03213745025965881,0.1968217618918965,0.3187158244559106,0.1165984097776849,0.5306775827529849,0.07384795045034209,1,0,0
100,Rajasthan,11143.0,8361574.017999999,750.3880479,0.075,1117.0,9514.0,707.0,136.0,1145904.0,1034064.0,661301.0,,624162.0,0.5884059615,30141.0,0.91,0.152539,0.765,1.2246826000000002,492.0,500.0,713.0,0.239,0.177,0.14034000000000002,0.07551000000000001,0.0488,1.30895225401105,2.376339182509645,0.07662780643824775,0.4646555508840792,1.161789897363087,1.736181936347483,1.8060563385834931,3.4276854195594866,0.4439775459981161,1,0,0
101,Rajasthan,38401.0,883020.2339,22.99471977,0.075,35.0,1630.0,9.0,7.0,113399.0,56926.0,27454.0,,9283.0,1.664741014,24451.0,0.852,0.08995800000000001,0.674,4.4992450999999996,147.0,36.0,106.0,0.239,0.177,0.1947,0.05722000000000001,0.022000000000000002,0.5445985661875391,0.0060860217301903245,0.08744338145950722,0.08081477235366842,0.039185660269332415,0.05839506199187371,0.06418266066545737,0.1750441132579525,0.041008753851511266,1,0,0
102,Rajasthan,10640.0,2308040.133,216.92106510000002,0.075,4.0,2762.0,9.0,12.0,329516.0,183013.0,136518.0,,24090.0,0.7278902892,15624.0,0.9520000000000001,0.08995800000000001,0.682,1.3946386,168.0,40.0,142.0,0.239,0.177,0.17304,0.05486,0.0024,0.7341080588802797,0.009151640402604171,0.01965070612140204,0.03256247703725011,0.1938863641896383,0.2235731281359515,0.08020164861918566,0.4643752140733275,0.07432723596549824,1,0,0
103,Rajasthan,6219.0,1687004.72,271.2662357,0.075,47.0,2261.0,12.0,12.0,282208.0,154481.0,75406.0,,20062.0,1.1084734840000001,20108.0,0.946,0.192354,0.547,1.8073596,187.0,147.0,148.0,0.239,0.177,0.14754,0.0615,0.0019,0.599394465254278,0.0902178115736564,0.0237074510666671,0.03301644180820933,0.1970785865830368,0.2088925223754895,0.06933724073411783,0.4331239898605612,0.0683551575841941,1,0,0
104,Rajasthan,5928.0,2386438.152,402.5705385,0.075,42.0,2984.0,19.0,4.0,383664.0,361603.0,231426.0,,190889.0,0.8338787234999999,18144.0,0.95,0.09617,0.693,1.7359008000000002,199.0,162.0,311.0,0.239,0.177,0.13498,0.07413,0.0,0.7335690887538023,0.043877232444106185,0.04883828968211867,0.06350442644589678,0.03382489699792554,0.3055002046096993,0.1727308824131046,0.7050687825355738,0.09253465966767536,1,0,0
105,Rajasthan,22850.0,4709984.571,206.1262394,0.075,842.0,5821.0,138.0,91.0,626578.0,503581.0,305331.0,,190911.0,0.6369447617,21727.0,0.9159999999999999,0.09617,0.715,0.7860244000000001,300.0,501.0,391.0,0.239,0.177,0.16448,0.06594,0.0689,1.588976172709468,0.470385273570927,0.06219136499682749,0.09745773578939247,0.3169325206146126,0.5721131720066729,0.6030605472890761,1.32450099957255,0.1626478003489705,1,0,0
106,Rajasthan,5524.0,1763459.3059999999,319.2359352,0.075,4.0,2229.0,12.0,4.0,262659.0,212833.0,54318.0,,18422.0,1.179499857,15305.0,0.861,0.058455999999999994,0.605,1.2719709,208.0,81.0,83.0,0.239,0.177,0.16551,0.06622,0.0,0.5151686269323661,0.01277431544735045,0.01647295272468751,0.02217192879358193,0.1271300307390217,0.156451452519065,0.06323855863182902,0.399384098218154,0.05821600815790971,1,0,0
107,Rajasthan,5217.0,2426476.1119999997,465.10947130000005,0.075,231.0,2424.0,29.0,83.0,379825.0,287679.0,225350.0,,184613.0,1.191027592,25283.0,0.9109999999999999,0.058455999999999994,0.6809999999999999,2.0202593999999996,289.0,374.0,233.0,0.239,0.177,0.13072,0.07656,0.1637,0.5200356356919329,0.3718116164122842,0.0721460347153914,0.07499280981296037,0.2944675946381805,0.4562997052990928,0.3418083431635094,0.8653074949366649,0.1195301902307722,1,0,0
108,Rajasthan,17718.0,3942829.6560000004,222.5324335,0.075,119.0,4881.0,29.0,23.0,583941.0,513518.0,237314.0,,115180.0,0.4641336704,18338.0,0.95,0.12148099999999999,0.738,0.9462821,183.0,163.0,269.0,0.239,0.177,0.15332,0.0628,0.0037,1.064198323354368,0.1474010950932485,0.1558618409041936,0.06451363896460294,0.5080118994475629,0.4977135910577549,0.214197218284746,0.8987688583929062,0.1222250408631596,1,0,0
109,Rajasthan,12387.0,2280859.216,184.1333023,0.075,55.0,2941.0,20.0,37.0,428992.0,330152.0,197851.0,,70397.0,0.8374037234,26254.0,0.987,0.12191199999999999,0.6459999999999999,1.5361697,191.0,99.0,265.0,0.239,0.177,0.14597000000000002,0.06239,0.0195,0.7390709247428777,0.2172140040933515,0.1340570629014672,0.04209031135363722,0.5436237175359573,0.3446732045069333,0.1484989302166439,0.7665927650603536,0.1059763575870734,1,0,0
110,Rajasthan,4449.0,1065543.774,239.5018597,0.075,4.0,1904.0,8.0,4.0,178046.0,52150.0,23929.0,,4438.0,2.2523710980000002,15633.0,0.983,0.173706,0.409,4.4081754,240.0,9.0,77.0,0.239,0.177,0.1734,0.055970000000000006,0.0103,0.3747632917358119,0.001665743243240799,0.00295529257269866,0.01145221087535368,0.0619056023123193,0.08690260270844424,0.02315943781726214,0.2432238342573536,0.04015146579798669,1,0,0
111,Rajasthan,4655.0,1361545.9880000001,292.4910823,0.075,7.0,2213.0,11.0,52.0,245488.0,211488.0,86780.0,,28030.0,1.6525332380000002,25934.0,0.99,0.137301,0.636,1.6037125,225.0,76.0,170.0,0.239,0.177,0.1522,0.06314,0.0,0.2433612897258512,0.1709457699472211,0.4894300904561883,0.01882597331041637,0.1682310244443932,0.1835247539393381,0.06752680752403745,0.3932564781224972,0.05859943657003463,1,0,0
112,Rajasthan,4498.0,1596784.7759999998,354.99883860000006,0.075,9.0,2056.0,8.0,10.0,253987.0,178985.0,54937.0,,16904.0,1.2525169520000001,18127.0,0.897,0.06647,0.629,1.0416200999999998,200.0,267.0,127.0,0.239,0.177,0.15064,0.06539,0.0125,0.4816204494960213,0.0234234970067444,0.0021649236288373897,0.02481975518674646,0.1494683529944692,0.1847112116674227,0.09512822732327504,0.4348096279742424,0.07418797187241513,1,0,0
113,Rajasthan,7732.0,3133282.81,405.2357488,0.075,8.0,3707.0,17.0,4.0,445713.0,412597.0,248619.0,,158790.0,0.8712906448000001,20038.0,0.9470000000000001,0.066273,0.7709999999999999,0.8226968000000001,273.0,454.0,320.0,0.239,0.177,0.14188,0.07191,0.0012,0.934955819099488,0.1445036785072857,0.009146214528847691,0.06979844000341902,0.3681165963841181,0.5802754947610114,0.1821755199985589,0.7990412987487175,0.1012468042960043,1,0,0
114,Rajasthan,5136.0,1261854.89,245.6882574,0.075,1.0,1385.0,13.0,7.0,202260.0,129689.0,81774.0,,28304.0,1.640442191,24354.0,0.94,0.153631,0.563,1.7897971000000001,207.0,38.0,181.0,0.239,0.177,0.16727999999999998,0.05525,0.0117,0.4200422082336767,0.1524724784309762,0.04585767636522308,0.02521222672179885,0.2975314046860089,0.1547766661528967,0.1174936789475049,0.2962093001140121,0.05144451770981681,1,0,0
115,Rajasthan,7194.0,1667215.398,231.75081980000004,0.075,136.0,2500.0,16.0,7.0,267840.0,143562.0,58764.0,,16763.0,1.6734490359999998,19487.0,0.9520000000000001,0.109398,0.653,1.7943930000000001,279.0,201.0,155.0,0.239,0.177,0.14355,0.061579999999999996,0.0,0.5686677421713052,0.05317537143813544,0.01351766015198885,0.0192057844733703,0.22783967353313397,0.2038862495228396,0.06471620491817838,0.4260866315984006,0.07322397496834636,1,0,0
116,Rajasthan,11724.0,3794715.014,323.6706767,0.075,22.0,5331.0,34.0,42.0,617921.0,350361.0,150958.0,,61206.0,0.6746224659000001,20509.0,0.958,0.114954,0.483,1.3978981000000001,256.0,445.0,399.0,0.239,0.177,0.16573,0.06182000000000001,0.0211,0.8795992464112458,0.4219683934172286,0.1193855002639326,0.04247735701493312,0.4344895014226098,0.5222132196928688,0.3303633667864977,1.005978697947287,0.196841656762337,1,0,0
117,Kanpur,1.274,28062.0,22026.6876,0.05,0.0,47.0,4.0,1.0,6236.0,5183.0,4318.0,,5124.0,38.8425629,96001.31,0.904,0.05640462,0.619,1.0838450000000002,109.0,5.0,3.0,0.428,0.22699999999999998,0.111,0.7170000000000001,0.156,0.0744228405816558,0.16361944604304474,0.0015697125184716482,0.08827324515640562,0.12280692056278188,0.05807936318345097,0.08097869874703738,0.2199444246470274,0.113665653543447,0,0,0
118,Kanpur,1.318,24784.0,18804.24886,0.05,0.0,41.0,3.0,1.0,5508.0,4578.0,3814.0,,4526.0,39.13815365,96001.31,0.8590000000000001,0.04981584,0.619,1.0838450000000002,97.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.653,0.1371,0.06572930229405449,0.14450660504350438,0.0013863500483857645,0.07796180272098771,0.10846150378547452,0.05129495179027329,0.0715193524961362,0.19425210677969948,0.1003880535036986,0,0,0
119,Kanpur,2.011,30116.0,14975.63401,0.05,0.0,50.0,4.0,1.0,6692.0,5562.0,4634.0,,5499.0,38.84978085,96001.31,0.794,0.06053316,0.619,1.0838450000000002,117.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.649,0.1371,0.07987022546351458,0.1755955825326896,0.001684607733101424,0.09473441134382124,0.1317957814720526,0.062330486124752685,0.0869059401135264,0.2360432717792701,0.12198541879105015,0,0,0
120,Kanpur,0.318,20722.0,65163.52201,0.05,0.0,35.0,3.0,1.0,4605.0,3828.0,3189.0,,3784.0,39.08889103,96001.31,0.897,0.04165122,0.619,1.0838450000000002,81.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.713,0.1371,0.05495652849166386,0.12082254154742972,0.0011591327349358385,0.06518417027050949,0.09068509043909792,0.04288791119262601,0.05979761226698412,0.1624149514480686,0.08393484686505982,0,0,0
121,Kanpur,0.431,25772.0,59795.823670000005,0.05,0.0,43.0,3.0,1.0,5727.0,4760.0,3965.0,,4706.0,39.18981841,96001.31,0.8959999999999999,0.05180172,0.619,1.0838450000000002,101.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.718,0.1576,0.06834956337646758,0.150267278291688,0.0014416161009924925,0.08106970544404839,0.11278525966588322,0.05333979573672221,0.07437043062178915,0.20199585603318326,0.10438996590127987,0,0,0
122,Kanpur,0.755,20670.0,27377.483439999996,0.05,0.0,35.0,3.0,1.0,4593.0,3818.0,3180.0,,3774.0,39.18722787,96001.31,0.9129999999999999,0.0415467,0.619,1.0838450000000002,81.0,4.0,2.0,0.428,0.22699999999999998,0.111,0.693,0.1576,0.05481862001364212,0.12051934821857795,0.001156223995324958,0.06502059644297999,0.09045752434012906,0.042780287827023436,0.0596475555235287,0.16200738569788528,0.08372421989676608,0,0,0
123,Kanpur,1.446,29222.0,20208.85201,0.05,0.0,49.0,4.0,1.0,6494.0,5398.0,4496.0,,5336.0,39.01170351,96001.31,0.858,0.05873622,0.619,1.0838450000000002,114.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.655,0.1576,0.07749926047598693,0.17038298953281494,0.001634599786714365,0.09192219977052546,0.12788339507824148,0.0604801921084315,0.08432611840873516,0.2290362759972716,0.11836425514384605,0,0,0
124,Kanpur,1.775,29930.0,16861.971830000002,0.05,0.0,50.0,4.0,1.0,6651.0,5528.0,4605.0,,5465.0,39.09121283,96001.31,0.895,0.060159300000000006,0.619,1.0838450000000002,117.0,6.0,3.0,0.428,0.22699999999999998,0.111,0.738,0.1371,0.07937693744597528,0.17451108331795054,0.0016742033952625054,0.09414932034535033,0.13098179504112545,0.06194552562471271,0.08636919868501278,0.23458544044207574,0.12123202232753792,0,0,0
125,Kanpur,1.1740000000000002,24481.0,20852.64055,0.05,0.0,41.0,3.0,1.0,5440.0,4522.0,3767.0,,4470.0,38.80560435,96001.31,0.938,0.04920681,0.619,1.0838450000000002,95.0,5.0,2.0,0.428,0.22699999999999998,0.111,0.753,0.0972,0.06492572020096626,0.1427399208388489,0.0013694010464223654,0.07700867061057537,0.10713549363186743,0.05066783871762752,0.0706449833948479,0.19187725250459264,0.0991607463615254,0,0,0
126,Kanpur,31.729,27096.0,853.9821614,0.05,0.0,45.0,4.0,1.0,6021.0,5005.0,4170.0,,4947.0,39.12016534,96001.31,0.872,0.05446296,0.619,1.0838450000000002,106.0,5.0,3.0,0.428,0.22699999999999998,0.111,0.585,0.1383,0.07186092539379038,0.1579870468955292,0.001515677086469524,0.08523454674499206,0.1185794426473216,0.05608005219937239,0.0781911061666925,0.2123731070570827,0.10975285255552847,0,0,0
